1,2,4,8,7,4,0,0,1,1,1,1,0
1,2,7,17,17,11,1,1,1,1,1,1,0
3,7,15,28,25,17,1,1,4,4,4,1,0
6,12,21,34,28,20,1,1,7,7,7,1,1
8,17,26,37,28,20,1,1,7,7,7,1,1
9,18,26,33,24,16,1,1,4,4,4,2,1
12,25,33,33,21,13,1,1,1,1,1,1,1
16,32,40,32,17,9,2,1,1,1,1,1,1
20,39,47,36,18,10,2,1,1,0,0,0,0
20,39,47,36,17,9,1,1,1,1,1,1,0
16,31,40,32,17,9,1,1,1,1,1,1,0
10,19,25,21,12,6,1,1,1,1,1,1,0
3,6,9,9,6,3,1,1,1,1,0,0,0
