2,3,2,0,2,25,27,27,26,26,131,129,25,,
1,0,1,1,0,28,25,28,26,28,129,131,131,,
1,1,2,2,2,27,26,129,27,27,128,131,100,,
2,0,1,0,0,28,27,130,27,27,130,130,99,,
3,2,1,1,2,26,27,92,27,25,129,130,100,,
2,3,2,2,2,26,27,92,27,25,128,129,129,,
1,0,0,3,2,27,27,91,27,26,27,91,130,,
3,3,1,1,1,26,27,92,26,92,25,93,25,,
1,0,0,2,2,27,28,91,1,0,3,0,3,,
0,3,2,2,1,27,26,25,2,2,3,3,2,,
0,2,2,0,2,2,1,27,0,1,1,27,0,,
2,2,0,2,1,3,2,27,26,28,3,0,2,, 
0,3,3,2,2,0,2,25,26,28,3,3,2,,
