0,0,0,2,0,0,0,0,1,0,25,0,0
0,0,0,0,5,2,0,0,1,0,27,0,0
0,0,0,2,0,0,0,0,1,2,19,0,0
0,0,0,2,0,0,2,0,0,1,21,0,0
0,0,0,0,0,0,0,0,214,0,19,0,0
0,56,56,0,3,4,0,139,2,140,0,0,1
0,57,57,0,0,0,0,73,0,74,0,0,0
18,0,0,0,18,0,0,73,0,73,0,0,0
0,0,37,37,0,38,0,73,0,73,0,0,0
0,5,0,0,0,0,0,122,4,123,0,0,0
0,0,4,0,2,0,0,0,147,0,0,0,0
1,0,0,7,0,0,2,21,0,0,68,0,0
0,0,0,0,0,0,1,20,0,1,45,0,1
